barcode01_concatenated_racon-11430-8,d__Bacteria;,98.631,1461,10,5,0.0,2532,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode01_concatenated_racon-257-102,d__Bacteria;,98.907,1464,10,5,0.0,2552,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode01_concatenated_racon-257-102,d__Bacteria;,98.823,1444,11,5,0.0,2511,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode01_concatenated_racon-257-102,d__Bacteria;,98.394,1432,10,7,0.0,2460,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode01_concatenated_racon-257-102,d__Bacteria;,98.317,1426,17,6,0.0,2444,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode01_concatenated_racon-257-102,d__Bacteria;,97.131,1464,34,7,0.0,2427,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode01_concatenated_racon-257-102,d__Bacteria;,98.541,1371,14,5,0.0,2366,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode01_concatenated_racon-257-102,d__Bacteria;,95.970,1464,49,9,0.0,2343,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-257-102,d__Bacteria;,95.970,1464,49,9,0.0,2343,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode01_concatenated_racon-257-102,d__Bacteria;,95.970,1464,49,9,0.0,2343,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-257-102,d__Bacteria;,95.902,1464,50,9,0.0,2339,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-257-102,d__Bacteria;,95.634,1466,56,6,0.0,2336,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode01_concatenated_racon-257-102,d__Bacteria;,95.833,1464,51,9,0.0,2334,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode01_concatenated_racon-257-102,d__Bacteria;,95.833,1464,51,9,0.0,2334,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode01_concatenated_racon-257-102,d__Bacteria;,95.833,1464,51,9,0.0,2334,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode01_concatenated_racon-257-102,d__Bacteria;,95.833,1464,51,9,0.0,2334,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode01_concatenated_racon-257-102,d__Bacteria;,95.765,1464,53,8,0.0,2333,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-257-102,d__Bacteria;,95.765,1464,52,9,0.0,2330,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode01_concatenated_racon-257-102,d__Bacteria;,95.765,1464,52,9,0.0,2330,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode01_concatenated_racon-257-102,d__Bacteria;,95.765,1464,52,9,0.0,2330,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode01_concatenated_racon-257-102,d__Bacteria;,95.628,1464,56,7,0.0,2328,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sibirica
barcode01_concatenated_racon-257-102,d__Bacteria;,95.706,1467,52,10,0.0,2327,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode01_concatenated_racon-257-102,d__Bacteria;,95.697,1464,53,9,0.0,2325,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode01_concatenated_racon-257-102,d__Bacteria;,95.697,1464,53,9,0.0,2325,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_honei
barcode01_concatenated_racon-27-107,d__Bacteria;,98.965,1449,10,5,0.0,2528,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode01_concatenated_racon-27-107,d__Bacteria;,98.950,1429,10,5,0.0,2492,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode01_concatenated_racon-27-107,d__Bacteria;,98.464,1432,10,8,0.0,2459,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode01_concatenated_racon-27-107,d__Bacteria;,98.387,1426,17,6,0.0,2448,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode01_concatenated_racon-27-107,d__Bacteria;,97.170,1449,34,7,0.0,2404,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode01_concatenated_racon-27-107,d__Bacteria;,98.614,1371,14,5,0.0,2370,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode01_concatenated_racon-27-107,d__Bacteria;,95.997,1449,49,9,0.0,2320,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-27-107,d__Bacteria;,95.997,1449,49,9,0.0,2320,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-27-107,d__Bacteria;,95.928,1449,50,9,0.0,2315,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode01_concatenated_racon-27-107,d__Bacteria;,95.928,1449,50,9,0.0,2315,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-27-107,d__Bacteria;,96.202,1448,40,14,0.0,2315,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode01_concatenated_racon-27-107,d__Bacteria;,95.658,1451,56,6,0.0,2313,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode01_concatenated_racon-27-107,d__Bacteria;,95.859,1449,51,9,0.0,2311,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode01_concatenated_racon-27-107,d__Bacteria;,95.859,1449,51,9,0.0,2311,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode01_concatenated_racon-27-107,d__Bacteria;,95.859,1449,51,9,0.0,2311,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode01_concatenated_racon-27-107,d__Bacteria;,95.859,1449,51,9,0.0,2311,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode01_concatenated_racon-27-107,d__Bacteria;,95.790,1449,53,8,0.0,2310,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-27-107,d__Bacteria;,95.790,1449,52,9,0.0,2306,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode01_concatenated_racon-27-107,d__Bacteria;,95.790,1449,52,9,0.0,2306,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode01_concatenated_racon-27-107,d__Bacteria;,95.790,1449,52,9,0.0,2306,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode01_concatenated_racon-27-107,d__Bacteria;,95.652,1449,56,7,0.0,2305,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sibirica
barcode01_concatenated_racon-27-107,d__Bacteria;,95.721,1449,53,9,0.0,2302,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode01_concatenated_racon-27-107,d__Bacteria;,95.721,1449,53,9,0.0,2302,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_honei
barcode01_concatenated_racon-28-37,d__Bacteria;,98.300,941,6,8,0.0,1599,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode01_concatenated_racon-28-37,d__Bacteria;,98.300,941,6,8,0.0,1599,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode01_concatenated_racon-28-37,d__Bacteria;,97.875,941,10,8,0.0,1581,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode01_concatenated_racon-28-37,d__Bacteria;,97.024,941,18,8,0.0,1544,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__metagenome
barcode01_concatenated_racon-28-37,d__Bacteria;,96.918,941,19,8,0.0,1540,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Trichorickettsia; s__Candidatus_Trichorickettsia
barcode01_concatenated_racon-28-37,d__Bacteria;,97.522,928,7,10,0.0,1540,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode01_concatenated_racon-28-37,d__Bacteria;,96.706,941,21,8,0.0,1531,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-28-37,d__Bacteria;,96.706,941,21,8,0.0,1531,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-28-37,d__Bacteria;,96.599,941,22,8,0.0,1526,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_felis
barcode01_concatenated_racon-28-37,d__Bacteria;,96.599,941,22,8,0.0,1526,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-28-37,d__Bacteria;,96.599,941,22,8,0.0,1526,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_felis
barcode01_concatenated_racon-28-37,d__Bacteria;,97.289,922,15,8,0.0,1525,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode01_concatenated_racon-28-37,d__Bacteria;,97.289,922,15,8,0.0,1524,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Candidatus_Trichorickettsia; s__Candidatus_Trichorickettsia
barcode01_concatenated_racon-28-37,d__Bacteria;,96.921,942,15,13,0.0,1523,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode01_concatenated_racon-28-37,d__Bacteria;,96.493,941,23,8,0.0,1522,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_australis
barcode01_concatenated_racon-28-37,d__Bacteria;,96.493,941,23,8,0.0,1522,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode01_concatenated_racon-28-37,d__Bacteria;,96.778,931,20,8,0.0,1517,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-28-37,d__Bacteria;,96.387,941,24,8,0.0,1517,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode01_concatenated_racon-28-37,d__Bacteria;,96.387,941,24,8,0.0,1517,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_hoogstraalii
barcode01_concatenated_racon-28-37,d__Bacteria;,96.387,941,24,8,0.0,1517,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode01_concatenated_racon-28-37,d__Bacteria;,96.387,941,24,8,0.0,1517,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode01_concatenated_racon-28-37,d__Bacteria;,96.387,941,24,8,0.0,1517,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode01_concatenated_racon-28-37,d__Bacteria;,96.387,941,24,8,0.0,1517,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode01_concatenated_racon-28-61,d__Bacteria;,98.179,1483,23,4,0.0,2539,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,97.841,1482,29,3,0.0,2518,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,97.507,1484,29,5,0.0,2495,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,96.972,1486,35,7,0.0,2455,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,96.957,1479,41,4,0.0,2451,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_Solitalea
barcode01_concatenated_racon-28-61,d__Bacteria;,96.631,1484,36,11,0.0,2415,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,96.187,1495,38,14,0.0,2394,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,95.643,1492,47,14,0.0,2351,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,96.829,1419,35,7,0.0,2334,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__metagenome
barcode01_concatenated_racon-28-61,d__Bacteria;,97.363,1365,33,3,0.0,2289,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,97.238,1376,24,10,0.0,2278,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,95.952,1408,47,6,0.0,2265,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,94.806,1444,71,4,0.0,2252,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_Sphingobacteriales
barcode01_concatenated_racon-28-61,d__Bacteria;,92.105,1482,106,9,0.0,2115,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,90.633,1484,133,5,0.0,2033,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__uncultured; s__Pedobacter_sp.
barcode01_concatenated_racon-28-61,d__Bacteria;,90.505,1485,133,7,0.0,2019,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__uncultured; s__Pedobacter_sp.
barcode01_concatenated_racon-28-61,d__Bacteria;,90.405,1480,138,4,0.0,2015,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,90.290,1483,140,4,0.0,2012,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,90.364,1484,137,6,0.0,2011,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__Pedobacter_oryzae
barcode01_concatenated_racon-28-61,d__Bacteria;,90.370,1485,135,7,0.0,2010,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__uncultured; s__uncultured_bacterium
barcode01_concatenated_racon-28-61,d__Bacteria;,90.779,1464,127,7,0.0,2008,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Solitalea; s__Solitalea_canadensis
barcode01_concatenated_racon-28-61,d__Bacteria;,90.068,1480,143,4,0.0,1993,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__uncultured_Bacteroidetes
barcode01_concatenated_racon-28-61,d__Bacteria;,90.027,1484,142,5,0.0,1993,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter; s__uncultured_bacterium
barcode01_concatenated_racon-28-77,d__Bacteria;,92.425,1439,106,3,0.0,2094,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_bacterium
barcode01_concatenated_racon-28-77,d__Bacteria;,90.334,1438,137,2,0.0,1960,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_bacterium
barcode01_concatenated_racon-28-77,d__Bacteria;,90.929,1400,124,3,0.0,1942,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_bacterium
barcode01_concatenated_racon-28-77,d__Bacteria;,90.159,1443,133,8,0.0,1935,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_bacterium
barcode01_concatenated_racon-28-77,d__Bacteria;,90.585,1402,128,3,0.0,1926,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_bacterium
barcode01_concatenated_racon-28-77,d__Bacteria;,89.993,1439,134,9,0.0,1915,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_Chloroflexi
barcode01_concatenated_racon-28-77,d__Bacteria;,89.715,1439,140,8,0.0,1900,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_bacterium
barcode01_concatenated_racon-28-77,d__Bacteria;,90.014,1402,126,7,0.0,1879,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_Microgenomates
barcode01_concatenated_racon-28-77,d__Bacteria;,89.808,1403,134,8,0.0,1858,d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Candidatus_Pacebacteria; f__Candidatus_Pacebacteria; g__Candidatus_Pacebacteria; s__uncultured_bacterium
